cCRE File,Biosample Slim,Biosample type,Organ,Biosample summary + donor,Experiment,BigWig,Experiment,BigWig,Experiment,BigWig,Experiment,BigWig
ENCFF971KWT.bed.gz,ovary,tissue,gonad; ovary,Homo_sapiens_ovary_tissue_female_adult_46_years_ENCDO411EVD,ENCSR798XLO,ENCFF971KWT,---,---,---,---,---,---
ENCFF364UAO.bed.gz,G401,cell line,kidney,Homo_sapiens_G401_ENCDO572LRN,ENCSR269SIA,ENCFF364UAO,---,---,---,---,---,---
ENCFF103XFN.bed.gz,renal pelvis,tissue,kidney,Homo_sapiens_renal_pelvis_tissue_male_embryo_108_days_ENCDO014CNM,ENCSR913NYL,ENCFF103XFN,---,---,---,---,---,---
ENCFF241BCT_ENCFF474VCQ_ENCFF525KQP_ENCFF715AGA.bed.gz,Peyer's patch,tissue,intestine; lymphoid tissue,Homo_sapiens_Peyer's_patch_tissue_female_adult_51_years_ENCDO271OUW,ENCSR261RWJ,ENCFF241BCT,ENCSR684EPX,ENCFF474VCQ,ENCSR249IKQ,ENCFF525KQP,ENCSR391ZKN,ENCFF715AGA
ENCFF157MKL.bed.gz,renal cortex interstitium,tissue,kidney,Homo_sapiens_renal_cortex_interstitium_tissue_female_embryo_96_days_ENCDO613NXA,ENCSR932DHT,ENCFF157MKL,---,---,---,---,---,---
ENCFF664OWE.bed.gz,right renal pelvis,tissue,kidney; ureter,Homo_sapiens_right_renal_pelvis_tissue_male_embryo_105_days_ENCDO171HMD,ENCSR761ZFA,ENCFF664OWE,---,---,---,---,---,---
ENCFF935RUX.bed.gz,muscle of arm,tissue,limb; musculature of body,Homo_sapiens_muscle_of_arm_tissue_male_embryo_113_days_ENCDO204QQF,ENCSR270LZE,ENCFF935RUX,---,---,---,---,---,---
ENCFF636XBE.bed.gz,muscle of arm,tissue,limb; musculature of body,Homo_sapiens_muscle_of_arm_tissue_female_embryo_115_days_ENCDO594VTA,ENCSR062DXC,ENCFF636XBE,---,---,---,---,---,---
ENCFF924NHH.bed.gz,right renal pelvis,tissue,kidney; ureter,Homo_sapiens_right_renal_pelvis_tissue_male_embryo_120_days_ENCDO327QNA,ENCSR540PVZ,ENCFF924NHH,---,---,---,---,---,---
ENCFF799IDS.bed.gz,left kidney,tissue,kidney,Homo_sapiens_left_kidney_tissue_female_embryo_147_days_ENCDO863JOG,ENCSR422PVL,ENCFF799IDS,---,---,---,---,---,---
ENCFF362AGC.bed.gz,heart,tissue,heart,Homo_sapiens_heart_tissue_male_embryo_96_days_ENCDO778DGP,ENCSR536NGW,ENCFF362AGC,---,---,---,---,---,---
ENCFF547CPF.bed.gz,muscle of arm,tissue,limb; musculature of body,Homo_sapiens_muscle_of_arm_tissue_female_embryo_85_days_ENCDO527XLA,ENCSR309YDN,ENCFF547CPF,---,---,---,---,---,---
ENCFF857XDF.bed.gz,"common myeloid progenitor, CD34-positive",primary cell,bone element; bone marrow,"Homo_sapiens_common_myeloid_progenitor,_CD34-positive_male_adult_49_years_ENCDO898ATX",ENCSR281HBB,ENCFF857XDF,---,---,---,---,---,---
ENCFF429LHD.bed.gz,heart,tissue,heart,Homo_sapiens_heart_tissue_male_embryo_110_days_ENCDO640NNW,ENCSR311LLZ,ENCFF429LHD,---,---,---,---,---,---
ENCFF867EIA_ENCFF842QQE_ENCFF428HQD_ENCFF161AWO.bed.gz,spleen,tissue,immune organ; spleen,Homo_sapiens_spleen_tissue_female_adult_59_years_ENCDO856ZOJ,ENCSR946OIO,ENCFF867EIA,ENCSR122MPC,ENCFF842QQE,ENCSR564WJA,ENCFF428HQD,ENCSR266CJT,ENCFF161AWO
ENCFF436GJG.bed.gz,placenta,tissue,extraembryonic component; placenta,Homo_sapiens_placenta_tissue_female_embryo_113_days_ENCDO676JUB,ENCSR035QHH,ENCFF436GJG,---,---,---,---,---,---
ENCFF321QIH.bed.gz,renal cortex interstitium,tissue,kidney,Homo_sapiens_renal_cortex_interstitium_tissue_male_embryo_113_days_ENCDO608XKS,ENCSR155NPL,ENCFF321QIH,---,---,---,---,---,---
ENCFF062GSU.bed.gz,brain,tissue,brain,Homo_sapiens_brain_tissue_female_embryo_142_days_ENCDO175TGB,ENCSR187PYY,ENCFF062GSU,---,---,---,---,---,---
ENCFF408XXY.bed.gz,right cardiac atrium,tissue,heart,Homo_sapiens_right_cardiac_atrium_tissue_female_adult_59_years_ENCDO856ZOJ,ENCSR622HTS,ENCFF408XXY,---,---,---,---,---,---
ENCFF956ZRT.bed.gz,left kidney,tissue,kidney,Homo_sapiens_left_kidney_tissue_female_embryo_98_days_ENCDO633IHH,ENCSR120LVW,ENCFF956ZRT,---,---,---,---,---,---
ENCFF296IXA.bed.gz,lung,tissue,lung,Homo_sapiens_lung_tissue_male_embryo_82_days_ENCDO023VAX,ENCSR587HPR,ENCFF296IXA,---,---,---,---,---,---
ENCFF575CKN.bed.gz,placenta,tissue,extraembryonic component; placenta,Homo_sapiens_placenta_tissue_male_embryo_85_days_ENCDO342PFI,ENCSR802AJE,ENCFF575CKN,---,---,---,---,---,---
ENCFF325MYZ.bed.gz,trophoblast cell,primary cell,embryo; extraembryonic component,Homo_sapiens_trophoblast_cell_embryo_39_weeks_and_embryo_40_weeks_ENCDO204REL,ENCSR964MZQ,ENCFF325MYZ,---,---,---,---,---,---
ENCFF796XMI_ENCFF679AWS_ENCFF703DMY_ENCFF782LSR.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_middle_frontal_area_46_tissue_female_adult_90_or_above_years_ENCDO006DAA,ENCSR670BGI,ENCFF796XMI,ENCSR274HDQ,ENCFF679AWS,ENCSR860TEJ,ENCFF703DMY,ENCSR525VXD,ENCFF782LSR
ENCFF190UQR.bed.gz,right kidney,tissue,kidney,Homo_sapiens_right_kidney_tissue_female_embryo_107_days_ENCDO607LOS,ENCSR036VRV,ENCFF190UQR,---,---,---,---,---,---
ENCFF131RJY.bed.gz,muscle of arm,tissue,limb; musculature of body,Homo_sapiens_muscle_of_arm_tissue_male_embryo_127_days_ENCDO859GXV,ENCSR956NOL,ENCFF131RJY,---,---,---,---,---,---
ENCFF644UUT.bed.gz,large intestine,tissue,intestine; large intestine,Homo_sapiens_large_intestine_tissue_female_embryo_107_days_ENCDO607LOS,ENCSR563XRP,ENCFF644UUT,---,---,---,---,---,---
ENCFF027NBT.bed.gz,fibroblast of skin of right biceps,primary cell,skin of body,Homo_sapiens_fibroblast_of_skin_of_right_biceps_male_embryo_97_days_ENCDO576LXR,ENCSR383BLX,ENCFF027NBT,---,---,---,---,---,---
ENCFF925KAJ.bed.gz,heart,tissue,heart,Homo_sapiens_heart_tissue_female_embryo_110_days_ENCDO087TLK,ENCSR189YJQ,ENCFF925KAJ,---,---,---,---,---,---
ENCFF214ZVC.bed.gz,posterior cingulate gyrus,tissue,brain,Homo_sapiens_with_Alzheimer's_disease_posterior_cingulate_gyrus_tissue_female_adult_90_or_above_years_ENCDO150EBZ,ENCSR730IHD,ENCFF214ZVC,---,---,---,---,---,---
ENCFF411UNK.bed.gz,posterior cingulate gyrus,tissue,brain,Homo_sapiens_with_Alzheimer's_disease_posterior_cingulate_gyrus_tissue_female_adult_90_or_above_years_ENCDO680UUE,ENCSR581LHW,ENCFF411UNK,---,---,---,---,---,---
ENCFF753JMD_ENCFF059IYG_ENCFF427RME.bed.gz,"CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD4-positive,_alpha-beta_T_cell_male_adult_20_years_ENCDO394DKX",ENCSR376DAE,ENCFF753JMD,ENCSR712YCY,ENCFF059IYG,ENCSR396RXX,ENCFF427RME,---,---
ENCFF966VNH.bed.gz,left kidney,tissue,kidney,Homo_sapiens_left_kidney_tissue_female_embryo_87_days_ENCDO814BQX,ENCSR295DUI,ENCFF966VNH,---,---,---,---,---,---
ENCFF079LOE.bed.gz,large intestine,tissue,intestine; large intestine,Homo_sapiens_large_intestine_tissue_female_embryo_120_days_ENCDO555CMC,ENCSR133SPH,ENCFF079LOE,---,---,---,---,---,---
ENCFF659IJT.bed.gz,spinal cord,tissue,spinal cord,Homo_sapiens_spinal_cord_tissue_female_embryo_87_days_ENCDO814BQX,ENCSR973MKT,ENCFF659IJT,---,---,---,---,---,---
ENCFF368SOB_ENCFF168ZYA.bed.gz,foreskin melanocyte,primary cell,penis,Homo_sapiens_foreskin_melanocyte_male_newborn_ENCDO686OPO,ENCSR518JGY,ENCFF368SOB,ENCSR481YGZ,ENCFF168ZYA,---,---,---,---
ENCFF567OUR.bed.gz,heart,tissue,heart,Homo_sapiens_heart_tissue_embryo_101_days_ENCDO308YQF,ENCSR366EGE,ENCFF567OUR,---,---,---,---,---,---
ENCFF729PQU.bed.gz,small intestine,tissue,intestine; small intestine,Homo_sapiens_small_intestine_tissue_male_embryo_91_days_ENCDO375VTO,ENCSR594OWA,ENCFF729PQU,---,---,---,---,---,---
ENCFF993LPG.bed.gz,"common myeloid progenitor, CD34-positive",primary cell,bone element; bone marrow,"Homo_sapiens_common_myeloid_progenitor,_CD34-positive_male_adult_43_years_ENCDO147FTI",ENCSR735BIM,ENCFF993LPG,---,---,---,---,---,---
ENCFF817FYZ.bed.gz,spinal cord,tissue,spinal cord,Homo_sapiens_spinal_cord_tissue_female_embryo_89_days_ENCDO076OLG,ENCSR615WIN,ENCFF817FYZ,---,---,---,---,---,---
ENCFF471IFY.bed.gz,placenta,tissue,extraembryonic component; placenta,Homo_sapiens_placenta_tissue_female_embryo_108_days_ENCDO012PVK,ENCSR129TSG,ENCFF471IFY,---,---,---,---,---,---
ENCFF798GFU.bed.gz,muscle of leg,tissue,limb; musculature of body,Homo_sapiens_muscle_of_leg_tissue_male_embryo_115_days_ENCDO999JZG,ENCSR937RVN,ENCFF798GFU,---,---,---,---,---,---
ENCFF657FRL.bed.gz,stomach,tissue,stomach,Homo_sapiens_stomach_tissue_male_embryo_91_days_ENCDO375VTO,ENCSR172PVJ,ENCFF657FRL,---,---,---,---,---,---
ENCFF865IXT_ENCFF761PKU_ENCFF112GCV_ENCFF310UCW.bed.gz,prostate gland,tissue,prostate gland,Homo_sapiens_prostate_gland_tissue_male_adult_37_years_ENCDO845WKR,ENCSR564FZH,ENCFF865IXT,ENCSR153NDQ,ENCFF761PKU,ENCSR841AJO,ENCFF112GCV,ENCSR720USO,ENCFF310UCW
ENCFF995LSG.bed.gz,large intestine,tissue,intestine; large intestine,Homo_sapiens_large_intestine_tissue_male_embryo_115_days_ENCDO999JZG,ENCSR366EQH,ENCFF995LSG,---,---,---,---,---,---
ENCFF820HMC.bed.gz,small intestine,tissue,intestine; small intestine,Homo_sapiens_small_intestine_tissue_female_embryo_120_days_ENCDO555CMC,ENCSR116WWW,ENCFF820HMC,---,---,---,---,---,---
ENCFF954WCZ.bed.gz,small intestine,tissue,intestine; small intestine,Homo_sapiens_small_intestine_tissue_female_embryo_107_days_ENCDO607LOS,ENCSR133KBX,ENCFF954WCZ,---,---,---,---,---,---
ENCFF674YCS.bed.gz,right lung,tissue,lung,Homo_sapiens_right_lung_tissue_female_embryo_107_days_ENCDO607LOS,ENCSR859KGQ,ENCFF674YCS,---,---,---,---,---,---
ENCFF172AJV_ENCFF520CVN_ENCFF375UAV.bed.gz,psoas muscle,tissue,musculature of body,Homo_sapiens_psoas_muscle_tissue_male_child_3_years_ENCDO478OMA,ENCSR426TPQ,ENCFF172AJV,ENCSR245BEV,ENCFF520CVN,ENCSR367WYJ,ENCFF375UAV,---,---
ENCFF962DKE.bed.gz,right lung,tissue,lung,Homo_sapiens_right_lung_tissue_female_embryo_91_days_ENCDO605ZCF,ENCSR263IGU,ENCFF962DKE,---,---,---,---,---,---
ENCFF753MXL_ENCFF252OBP_ENCFF532ZGB_ENCFF646EZE.bed.gz,transverse colon,tissue,colon; intestine; large intestine,Homo_sapiens_transverse_colon_tissue_male_adult_37_years_ENCDO845WKR,ENCSR923JYH,ENCFF753MXL,ENCSR813ZEY,ENCFF252OBP,ENCSR640XRV,ENCFF532ZGB,ENCSR608WPS,ENCFF646EZE
ENCFF427BWF.bed.gz,"CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD4-positive,_alpha-beta_T_cell_male_adult_37_years_treated_with_7.5_μg/kg_G-CSF_for_4_days_ENCDO028NGF",ENCSR425MRQ,ENCFF427BWF,---,---,---,---,---,---
ENCFF852OBA.bed.gz,brain,tissue,brain,Homo_sapiens_brain_tissue_female_embryo_105_days_ENCDO863KZW,ENCSR820XRX,ENCFF852OBA,---,---,---,---,---,---
ENCFF931RCZ.bed.gz,left lung,tissue,lung,Homo_sapiens_left_lung_tissue_female_embryo_117_days_ENCDO453STB,ENCSR541AVF,ENCFF931RCZ,---,---,---,---,---,---
ENCFF387STL_ENCFF414WEV_ENCFF160ZUW.bed.gz,mesenchymal stem cell,in vitro differentiated cells,connective tissue,Homo_sapiens_mesenchymal_stem_cell_originated_from_H1_ENCDO000AAW,ENCSR731QLJ,ENCFF387STL,ENCSR501JET,ENCFF414WEV,ENCSR013KEC,ENCFF160ZUW,---,---
ENCFF641EOS.bed.gz,hindlimb muscle,tissue,limb; musculature of body,Homo_sapiens_hindlimb_muscle_tissue_male_embryo_120_days_ENCDO249ZDZ,ENCSR385AMY,ENCFF641EOS,---,---,---,---,---,---
ENCFF101MRT.bed.gz,thymus,tissue,endocrine gland; immune organ; thymus,Homo_sapiens_thymus_tissue_male_embryo_113_days_ENCDO608XKS,ENCSR544KDB,ENCFF101MRT,---,---,---,---,---,---
ENCFF677VFH.bed.gz,muscle of arm,tissue,limb; musculature of body,Homo_sapiens_muscle_of_arm_tissue_male_embryo_101_days_ENCDO148CGW,ENCSR356QCD,ENCFF677VFH,---,---,---,---,---,---
ENCFF363XWV.bed.gz,brain,tissue,brain,Homo_sapiens_brain_tissue_female_embryo_96_days_ENCDO370HUJ,ENCSR156CLC,ENCFF363XWV,---,---,---,---,---,---
ENCFF251BVR_ENCFF526WUE.bed.gz,mammary epithelial cell,primary cell,epithelium; exocrine gland; mammary gland,Homo_sapiens_mammary_epithelial_cell_female_adult_18_years_ENCDO147MBH,ENCSR228VNQ,ENCFF251BVR,ENCSR807YQE,ENCFF526WUE,---,---,---,---
ENCFF109KHT.bed.gz,brain,tissue,brain,Homo_sapiens_brain_tissue_female_embryo_117_days_ENCDO642MOA,ENCSR309FOO,ENCFF109KHT,---,---,---,---,---,---
ENCFF203ACG.bed.gz,thymus,tissue,endocrine gland; immune organ; thymus,Homo_sapiens_thymus_tissue_female_embryo_113_days_ENCDO676JUB,ENCSR342NCX,ENCFF203ACG,---,---,---,---,---,---
ENCFF477QMX.bed.gz,right lung,tissue,lung,Homo_sapiens_right_lung_tissue_male_embryo_87_days_ENCDO126IGB,ENCSR947VPG,ENCFF477QMX,---,---,---,---,---,---
ENCFF779FPU.bed.gz,muscle of back,tissue,musculature of body,Homo_sapiens_muscle_of_back_tissue_female_embryo_85_days_ENCDO527XLA,ENCSR193LYA,ENCFF779FPU,---,---,---,---,---,---
ENCFF183JSS.bed.gz,muscle of arm,tissue,limb; musculature of body,Homo_sapiens_muscle_of_arm_tissue_female_embryo_98_days_ENCDO837QWL,ENCSR753QKD,ENCFF183JSS,---,---,---,---,---,---
ENCFF299OOV_ENCFF237VMY_ENCFF111DLN_ENCFF154FOF.bed.gz,sigmoid colon,tissue,colon; intestine; large intestine,Homo_sapiens_sigmoid_colon_tissue_female_adult_53_years_ENCDO793LXB,ENCSR276ITP,ENCFF299OOV,ENCSR900UIP,ENCFF237VMY,ENCSR268ZCF,ENCFF111DLN,ENCSR925GDS,ENCFF154FOF
ENCFF067QRI.bed.gz,dedifferentiated amniotic fluid mesenchymal stem cell,primary cell,connective tissue; extraembryonic component,Homo_sapiens_dedifferentiated_amniotic_fluid_mesenchymal_stem_cell_male_embryo_15_weeks_ENCDO942PSS,ENCSR820WLP,ENCFF067QRI,---,---,---,---,---,---
ENCFF228HDN.bed.gz,natural killer cell,primary cell,blood; bodily fluid,Homo_sapiens_natural_killer_cell_male_adult_21_years_ENCDO190HXC,ENCSR704HNG,ENCFF228HDN,---,---,---,---,---,---
ENCFF836SMO.bed.gz,posterior cingulate gyrus,tissue,brain,Homo_sapiens_posterior_cingulate_gyrus_tissue_female_adult_90_or_above_years_ENCDO242JQO,ENCSR729TYE,ENCFF836SMO,---,---,---,---,---,---
ENCFF427IFI.bed.gz,stomach,tissue,stomach,Homo_sapiens_stomach_tissue_embryo_101_days_ENCDO072LQF,ENCSR941SMM,ENCFF427IFI,---,---,---,---,---,---
ENCFF004BYH.bed.gz,left renal cortex interstitium,tissue,kidney,Homo_sapiens_left_renal_cortex_interstitium_tissue_male_embryo_105_days_ENCDO378UAU,ENCSR092WMD,ENCFF004BYH,---,---,---,---,---,---
ENCFF123VGW_ENCFF739LQS.bed.gz,CD14-positive monocyte,primary cell,blood; bodily fluid,Homo_sapiens_CD14-positive_monocyte_male_adult_37_years_ENCDO028NGF,ENCSR674JIL,ENCFF123VGW,ENCSR796FCS,ENCFF739LQS,---,---,---,---
ENCFF597SDR_ENCFF229WEL_ENCFF049EBZ.bed.gz,body of pancreas,tissue,pancreas,Homo_sapiens_body_of_pancreas_tissue_female_adult_53_years_ENCDO793LXB,ENCSR828FVZ,ENCFF597SDR,---,---,ENCSR748TFF,ENCFF229WEL,ENCSR484DDO,ENCFF049EBZ
ENCFF657PLZ.bed.gz,muscle of leg,tissue,limb; musculature of body,Homo_sapiens_muscle_of_leg_tissue_female_embryo_115_days_ENCDO594VTA,ENCSR938UOR,ENCFF657PLZ,---,---,---,---,---,---
ENCFF966NUA.bed.gz,heart,tissue,heart,Homo_sapiens_heart_tissue_female_embryo_105_days_ENCDO718LHH,ENCSR154ZNQ,ENCFF966NUA,---,---,---,---,---,---
ENCFF555NPV.bed.gz,muscle of arm,tissue,limb; musculature of body,Homo_sapiens_muscle_of_arm_tissue_male_embryo_105_days_ENCDO171HMD,ENCSR949JYS,ENCFF555NPV,---,---,---,---,---,---
ENCFF571QPS_ENCFF546VCE_ENCFF272DJL_ENCFF423POG.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_middle_frontal_area_46_tissue_male_adult_82_years_ENCDO407UTA,ENCSR606QDB,ENCFF571QPS,ENCSR257VEO,ENCFF546VCE,ENCSR814KSK,ENCFF272DJL,ENCSR832TWW,ENCFF423POG
ENCFF427FGG_ENCFF616FVZ_ENCFF962GLK_ENCFF417AGZ.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_middle_frontal_area_46_tissue_female_adult_82_years_ENCDO290OPS,ENCSR800MBE,ENCFF427FGG,ENCSR406AJH,ENCFF616FVZ,ENCSR987FAM,ENCFF962GLK,ENCSR251BHU,ENCFF417AGZ
ENCFF806NHY.bed.gz,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD4-positive,_CD25-positive,_alpha-beta_regulatory_T_cell_female_adult_35_years_ENCDO290AAA",ENCSR000EQJ,ENCFF806NHY,---,---,---,---,---,---
ENCFF793FUR_ENCFF220GPW_ENCFF685BLE_ENCFF754BJX.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_with_Alzheimer's_disease_middle_frontal_area_46_tissue_female_adult_86_years_ENCDO997SGX,ENCSR832XVZ,ENCFF793FUR,ENCSR443JIO,ENCFF220GPW,ENCSR152MAZ,ENCFF685BLE,ENCSR913SEI,ENCFF754BJX
ENCFF580HLW.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_mild_cognitive_impairment_head_of_caudate_nucleus_tissue_female_adult_90_or_above_years_ENCDO153NUY,ENCSR271QID,ENCFF580HLW,---,---,---,---,---,---
ENCFF610UZY.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_mild_cognitive_impairment_head_of_caudate_nucleus_tissue_female_adult_83_years_ENCDO832DBZ,ENCSR629TMA,ENCFF610UZY,---,---,---,---,---,---
ENCFF981ZHS.bed.gz,thymus,tissue,endocrine gland; immune organ; thymus,Homo_sapiens_thymus_tissue_male_embryo_108_days_ENCDO132ASK,ENCSR888UPQ,ENCFF981ZHS,---,---,---,---,---,---
ENCFF632MSC_ENCFF499ALA_ENCFF750UAD_ENCFF548SBE.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_with_mild_cognitive_impairment_middle_frontal_area_46_tissue_female_adult_90_or_above_years_ENCDO471EKG,ENCSR022UVL,ENCFF632MSC,ENCSR060MAU,ENCFF499ALA,ENCSR326YRW,ENCFF750UAD,ENCSR443NWG,ENCFF548SBE
ENCFF318DDE_ENCFF914PSJ_ENCFF679HCC_ENCFF695EYC.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_with_Alzheimer's_disease_middle_frontal_area_46_tissue_female_adult_89_years_ENCDO830KFO,ENCSR570BWW,ENCFF318DDE,ENCSR386KFO,ENCFF914PSJ,ENCSR449AUD,ENCFF679HCC,ENCSR957UPE,ENCFF695EYC
ENCFF486IBK.bed.gz,"CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD8-positive,_alpha-beta_T_cell_male_adult_21_years_treated_with_7.5_μg/kg_G-CSF_for_4_days_ENCDO190HXC",ENCSR842VTJ,ENCFF486IBK,---,---,---,---,---,---
ENCFF057JIJ.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_head_of_caudate_nucleus_tissue_male_adult_86_years_ENCDO666UNK,ENCSR860UTH,ENCFF057JIJ,---,---,---,---,---,---
ENCFF520QRU.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_head_of_caudate_nucleus_tissue_male_adult_71_years_ENCDO570AKP,ENCSR200BNM,ENCFF520QRU,---,---,---,---,---,---
ENCFF287GSL.bed.gz,head of caudate nucleus,tissue,brain,"Homo_sapiens_with_Cognitive_impairment,_Alzheimer's_disease_head_of_caudate_nucleus_tissue_female_adult_90_or_above_years_ENCDO754RFQ",ENCSR161ZGA,ENCFF287GSL,---,---,---,---,---,---
ENCFF469IVT.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_Alzheimer's_disease_head_of_caudate_nucleus_tissue_female_adult_90_or_above_years_ENCDO597SRH,ENCSR663MNQ,ENCFF469IVT,---,---,---,---,---,---
ENCFF232XXP.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_mild_cognitive_impairment_head_of_caudate_nucleus_tissue_female_adult_90_or_above_years_ENCDO880FAU,ENCSR057GPV,ENCFF232XXP,---,---,---,---,---,---
ENCFF686DIT_ENCFF543PRC_ENCFF111ACH_ENCFF800TZW.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_with_Alzheimer's_disease_middle_frontal_area_46_tissue_female_adult_90_or_above_years_ENCDO637GUS,ENCSR796YOJ,ENCFF686DIT,ENCSR135AYC,ENCFF543PRC,ENCSR723RUM,ENCFF111ACH,ENCSR230RQK,ENCFF800TZW
ENCFF634CTV.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_head_of_caudate_nucleus_tissue_female_adult_90_or_above_years_ENCDO980GMJ,ENCSR688AWP,ENCFF634CTV,---,---,---,---,---,---
ENCFF346AYM.bed.gz,head of caudate nucleus,tissue,brain,"Homo_sapiens_with_Cognitive_impairment,_Alzheimer's_disease_head_of_caudate_nucleus_tissue_female_adult_90_or_above_years_ENCDO859HCD",ENCSR984HJW,ENCFF346AYM,---,---,---,---,---,---
ENCFF129UGV.bed.gz,cardiac fibroblast,primary cell,connective tissue; heart,Homo_sapiens_cardiac_fibroblast_female_embryo_94_days_and_female_embryo_98_days_ENCDO754GEB,ENCSR856NXV,ENCFF129UGV,---,---,---,---,---,---
ENCFF606INL_ENCFF501ILD.bed.gz,omental fat pad,tissue,adipose tissue; connective tissue,Homo_sapiens_omental_fat_pad_tissue_female_adult_51_years_ENCDO271OUW,ENCSR693UHT,ENCFF606INL,---,---,---,---,ENCSR225OKX,ENCFF501ILD
ENCFF387DGS.bed.gz,T-helper 1 cell,primary cell,blood; bodily fluid,Homo_sapiens_T-helper_1_cell_ENCDO334AAA,ENCSR000EQC,ENCFF387DGS,---,---,---,---,---,---
ENCFF321UXJ.bed.gz,liver,tissue,endocrine gland; exocrine gland; liver,Homo_sapiens_liver_tissue_female_embryo_101_days_and_female_embryo_113_days_ENCDO060OTP,ENCSR562FNN,ENCFF321UXJ,---,---,---,---,---,---
ENCFF551FMI.bed.gz,placenta,tissue,extraembryonic component; placenta,Homo_sapiens_placenta_tissue_embryo_102_days_ENCDO091OEF,ENCSR552RKI,ENCFF551FMI,---,---,---,---,---,---
ENCFF925ICT.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_mild_cognitive_impairment_head_of_caudate_nucleus_tissue_female_adult_87_years_ENCDO354SJE,ENCSR895TUV,ENCFF925ICT,---,---,---,---,---,---
ENCFF526TNK.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_Alzheimer's_disease_head_of_caudate_nucleus_tissue_female_adult_89_years_ENCDO830KFO,ENCSR856XGY,ENCFF526TNK,---,---,---,---,---,---
ENCFF775TPT.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_head_of_caudate_nucleus_tissue_male_adult_83_years_ENCDO592ZWW,ENCSR233DFT,ENCFF775TPT,---,---,---,---,---,---
ENCFF692BTV.bed.gz,urothelium cell line,cell line,epithelium,Homo_sapiens_urothelium_cell_line_treated_with_UT189_for_1_hour_ENCDO000ADS,ENCSR000ELU,ENCFF692BTV,---,---,---,---,---,---
ENCFF441IWW.bed.gz,"activated naive CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_activated_CD8-positive,_naive_alpha-beta_T_cell_male_adult_30_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_ENCDO166AGR",ENCSR518YYX,ENCFF441IWW,---,---,---,---,---,---
ENCFF289FQY.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_head_of_caudate_nucleus_tissue_male_adult_87_years_ENCDO203ASI,ENCSR234VLI,ENCFF289FQY,---,---,---,---,---,---
ENCFF101VGF_ENCFF293SFN_ENCFF496HBZ.bed.gz,activated T-helper 2 cell,primary cell,blood; bodily fluid,"Homo_sapiens_activated_T-helper_2_cell_male_adult_35_years_treated_with_5_μg/mL_Interferon-gamma_antibody_,_100_ng/mL_Interleukin-4_,_anti-CD3_and_anti-CD28_coated_beads_ENCDO374BBL",ENCSR780ABS,ENCFF101VGF,ENCSR697TWR,ENCFF293SFN,ENCSR002RFV,ENCFF496HBZ,---,---
ENCFF097XXJ.bed.gz,head of caudate nucleus,tissue,brain,"Homo_sapiens_with_Cognitive_impairment,_Alzheimer's_disease_head_of_caudate_nucleus_tissue_male_adult_87_years_ENCDO776JEI",ENCSR756FQD,ENCFF097XXJ,---,---,---,---,---,---
ENCFF534KRC_ENCFF895ZZX.bed.gz,skeletal muscle cell,primary cell,musculature of body,Homo_sapiens_skeletal_muscle_cell_ENCDO094AAA,ENCSR000EQA,ENCFF534KRC,ENCSR000DXT,ENCFF895ZZX,---,---,---,---
ENCFF013QGD.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_mild_cognitive_impairment_head_of_caudate_nucleus_tissue_female_adult_90_or_above_years_ENCDO471EKG,ENCSR311EEL,ENCFF013QGD,---,---,---,---,---,---
ENCFF048ZLO.bed.gz,Ammon's horn,tissue,brain,Homo_sapiens_Ammon's_horn_tissue_male_adult_84_years_ENCDO240JUB,ENCSR584LUZ,ENCFF048ZLO,---,---,---,---,---,---
